review_id,category,rating,review_text,sentiment_label,helpful_votes,verified_purchase,review_date,clean_text,processed_text,text_length,word_count,review_month,review_year,vader_scores,vader_compound,vader_sentiment,dominant_topic
R00153,Clothing,4,Excellent quality. Well made and the color is gorgeous.,positive,2,True,2023-07-09,excellent quality well made and the color is gorgeous,excellent quality well made color gorgeous,55,9,7,2023,"{'neg': 0.0, 'neu': 0.38, 'pos': 0.62, 'compound': 0.8689}",0.8689,positive,3
R00066,Electronics,2,Terrible experience. Product arrived damaged and return process is awful.,negative,0,True,2023-03-16,terrible experience product arrived damaged and return process is awful,terrible experience product arrived damaged return process awful,73,10,3,2023,"{'neg': 0.562, 'neu': 0.438, 'pos': 0.0, 'compound': -0.8402}",-0.8402,negative,5
R00210,Food & Kitchen,4,"Love this kitchen tool! Durable, efficient and easy to clean.",positive,16,True,2023-05-06,love this kitchen tool durable efficient and easy to clean,love kitchen tool durable efficient easy clean,61,10,5,2023,"{'neg': 0.0, 'neu': 0.318, 'pos': 0.682, 'compound': 0.9168}",0.9168,positive,4
R00137,Books,1,Terrible writing. Full of plot holes and inconsistencies.,negative,2,True,2023-02-22,terrible writing full of plot holes and inconsistencies,terrible writing full plot hole inconsistency,57,8,2,2023,"{'neg': 0.307, 'neu': 0.693, 'pos': 0.0, 'compound': -0.4767}",-0.4767,negative,1
R00237,Food & Kitchen,2,Terrible quality. Not dishwasher safe despite claims.,negative,11,True,2023-05-17,terrible quality not dishwasher safe despite claims,terrible quality dishwasher safe despite claim,53,7,5,2023,"{'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.6711}",-0.6711,negative,3
R00147,Clothing,4,Perfect fit! Great quality fabric and beautiful design.,positive,24,True,2023-10-19,perfect fit great quality fabric and beautiful design,perfect fit great quality fabric beautiful design,55,8,10,2023,"{'neg': 0.0, 'neu': 0.216, 'pos': 0.784, 'compound': 0.9381}",0.9381,positive,5
R00032,Electronics,3,Decent product for the price. Does what it's supposed to do.,neutral,12,True,2023-12-18,decent product for the price does what its supposed to do,decent product price supposed,60,11,12,2023,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral,1
R00013,Electronics,5,"Best purchase I made this year. Works flawlessly, very happy with it.",positive,46,True,2023-09-21,best purchase i made this year works flawlessly very happy with it,best purchase made year work flawlessly happy,69,12,9,2023,"{'neg': 0.0, 'neu': 0.445, 'pos': 0.555, 'compound': 0.8748}",0.8748,positive,2
R00036,Electronics,3,It's okay. Nothing special but gets the job done.,neutral,12,True,2023-07-06,its okay nothing special but gets the job done,okay nothing special get job done,49,9,7,2023,"{'neg': 0.162, 'neu': 0.695, 'pos': 0.144, 'compound': -0.0462}",-0.0462,neutral,3
R00029,Electronics,4,"Perfect product, arrived quickly and works exactly as advertised.",positive,34,True,2023-05-11,perfect product arrived quickly and works exactly as advertised,perfect product arrived quickly work exactly advertised,65,9,5,2023,"{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.5719}",0.5719,positive,3
R00043,Electronics,3,Works fine. Delivery took longer than expected though.,neutral,4,True,2023-08-22,works fine delivery took longer than expected though,work fine delivery took longer expected though,54,8,8,2023,"{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.2023}",0.2023,positive,2
R00168,Clothing,5,Very happy with this purchase. Quality exceeded expectations.,positive,44,True,2023-10-16,very happy with this purchase quality exceeded expectations,happy purchase quality exceeded expectation,61,8,10,2023,"{'neg': 0.0, 'neu': 0.637, 'pos': 0.363, 'compound': 0.6115}",0.6115,positive,3
R00023,Electronics,4,Top notch quality. Customer service was also very helpful.,positive,43,True,2023-03-04,top notch quality customer service was also very helpful,top notch quality customer service also helpful,58,9,3,2023,"{'neg': 0.0, 'neu': 0.589, 'pos': 0.411, 'compound': 0.5984}",0.5984,positive,1
R00094,Books,5,Loved every page. The author's storytelling is exceptional.,positive,22,True,2023-02-20,loved every page the authors storytelling is exceptional,loved every page author storytelling exceptional,59,8,2,2023,"{'neg': 0.0, 'neu': 0.642, 'pos': 0.358, 'compound': 0.5994}",0.5994,positive,2
R00193,Clothing,1,Disappointed. Color faded immediately after washing.,negative,15,True,2023-01-08,disappointed color faded immediately after washing,disappointed color faded immediately washing,52,6,1,2023,"{'neg': 0.383, 'neu': 0.617, 'pos': 0.0, 'compound': -0.4767}",-0.4767,negative,3
R00231,Food & Kitchen,3,"Average kitchen item. Does what it promises, nothing more.",neutral,2,True,2023-06-27,average kitchen item does what it promises nothing more,average kitchen item promise nothing,58,9,6,2023,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.3818}",0.3818,positive,4
R00052,Electronics,3,Reasonable quality. A few minor issues but overall acceptable.,neutral,10,True,2023-09-12,reasonable quality a few minor issues but overall acceptable,reasonable quality minor issue overall acceptable,62,9,9,2023,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.4497}",0.4497,positive,5
R00096,Books,4,Loved every page. The author's storytelling is exceptional.,positive,41,False,2023-02-23,loved every page the authors storytelling is exceptional,loved every page author storytelling exceptional,59,8,2,2023,"{'neg': 0.0, 'neu': 0.642, 'pos': 0.358, 'compound': 0.5994}",0.5994,positive,2
R00142,Books,2,Dreadful book. The characters are flat and uninteresting.,negative,11,False,2023-08-18,dreadful book the characters are flat and uninteresting,dreadful book character flat uninteresting,57,8,8,2023,"{'neg': 0.293, 'neu': 0.707, 'pos': 0.0, 'compound': -0.4404}",-0.4404,negative,2
R00197,Clothing,1,Not as described. Much lower quality than pictures suggest.,negative,4,True,2023-12-12,not as described much lower quality than pictures suggest,described much lower quality picture suggest,59,9,12,2023,"{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.296}",-0.296,negative,1
R00077,Electronics,2,Very bad quality. Already showing signs of wear after 3 days.,negative,18,True,2023-07-11,very bad quality already showing signs of wear after days,bad quality already showing sign wear day,61,11,7,2023,"{'neg': 0.296, 'neu': 0.704, 'pos': 0.0, 'compound': -0.5849}",-0.5849,negative,3
R00042,Electronics,3,Works fine. Delivery took longer than expected though.,neutral,6,True,2023-05-17,works fine delivery took longer than expected though,work fine delivery took longer expected though,54,8,5,2023,"{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.2023}",0.2023,positive,2
R00112,Books,3,Decent book. Interesting premise but execution was average.,neutral,3,True,2023-08-10,decent book interesting premise but execution was average,decent book interesting premise execution average,59,8,8,2023,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.2144}",0.2144,positive,2
R00151,Clothing,5,Love this item! Exactly as pictured and very comfortable.,positive,27,True,2023-05-28,love this item exactly as pictured and very comfortable,love item exactly pictured comfortable,57,9,5,2023,"{'neg': 0.0, 'neu': 0.464, 'pos': 0.536, 'compound': 0.8436}",0.8436,positive,4
R00079,Electronics,1,Disappointed with purchase. Looks nothing like the pictures.,negative,13,False,2023-04-09,disappointed with purchase looks nothing like the pictures,disappointed purchase look nothing like picture,60,8,4,2023,"{'neg': 0.465, 'neu': 0.535, 'pos': 0.0, 'compound': -0.6381}",-0.6381,negative,3
R00165,Clothing,4,Beautiful piece. The material feels premium and fits perfectly.,positive,32,True,2023-08-08,beautiful piece the material feels premium and fits perfectly,beautiful piece material feel premium fit perfectly,63,9,8,2023,"{'neg': 0.0, 'neu': 0.464, 'pos': 0.536, 'compound': 0.8442}",0.8442,positive,3
R00027,Electronics,5,Incredible performance. Way better than my previous device.,positive,32,True,2023-03-03,incredible performance way better than my previous device,incredible performance way better previous device,59,8,3,2023,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",0.4404,positive,1
R00239,Food & Kitchen,2,Poor design. Difficult to use and even harder to clean.,negative,7,False,2023-08-17,poor design difficult to use and even harder to clean,poor design difficult use even harder clean,55,10,8,2023,"{'neg': 0.366, 'neu': 0.458, 'pos': 0.176, 'compound': -0.4404}",-0.4404,negative,4
R00163,Clothing,5,Amazing quality for the price. Very satisfied with this buy.,positive,7,True,2023-06-27,amazing quality for the price very satisfied with this buy,amazing quality price satisfied buy,60,10,6,2023,"{'neg': 0.0, 'neu': 0.537, 'pos': 0.463, 'compound': 0.7841}",0.7841,positive,5
R00186,Clothing,2,Very poor quality. Stitching came apart after first wash.,negative,14,True,2023-11-04,very poor quality stitching came apart after first wash,poor quality stitching came apart first wash,57,9,11,2023,"{'neg': 0.298, 'neu': 0.702, 'pos': 0.0, 'compound': -0.5256}",-0.5256,negative,1
R00141,Books,2,Dreadful book. The characters are flat and uninteresting.,negative,14,True,2023-03-15,dreadful book the characters are flat and uninteresting,dreadful book character flat uninteresting,57,8,3,2023,"{'neg': 0.293, 'neu': 0.707, 'pos': 0.0, 'compound': -0.4404}",-0.4404,negative,2
R00001,Electronics,5,Amazing product! Works perfectly and the battery life is outstanding.,positive,28,True,2023-03-13,amazing product works perfectly and the battery life is outstanding,amazing product work perfectly battery life outstanding,69,10,3,2023,"{'neg': 0.0, 'neu': 0.363, 'pos': 0.637, 'compound': 0.923}",0.923,positive,5
R00003,Electronics,4,Amazing product! Works perfectly and the battery life is outstanding.,positive,10,False,2023-04-10,amazing product works perfectly and the battery life is outstanding,amazing product work perfectly battery life outstanding,69,10,4,2023,"{'neg': 0.0, 'neu': 0.363, 'pos': 0.637, 'compound': 0.923}",0.923,positive,5
R00078,Electronics,2,Disappointed with purchase. Looks nothing like the pictures.,negative,16,False,2023-06-07,disappointed with purchase looks nothing like the pictures,disappointed purchase look nothing like picture,60,8,6,2023,"{'neg': 0.465, 'neu': 0.535, 'pos': 0.0, 'compound': -0.6381}",-0.6381,negative,3
R00047,Electronics,3,Product is acceptable. Instructions could be clearer.,neutral,4,True,2023-03-22,product is acceptable instructions could be clearer,product acceptable instruction could clearer,53,7,3,2023,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.3182}",0.3182,positive,2
R00101,Books,5,Wonderful narrative. Engaging from the first to the last page.,positive,41,True,2023-05-25,wonderful narrative engaging from the first to the last page,wonderful narrative engaging first last page,62,10,5,2023,"{'neg': 0.0, 'neu': 0.567, 'pos': 0.433, 'compound': 0.7269}",0.7269,positive,2
R00126,Books,3,Readable but forgettable. Nothing that stands out.,neutral,1,True,2023-07-15,readable but forgettable nothing that stands out,readable forgettable nothing stand,50,7,7,2023,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral,5
R00149,Clothing,5,Perfect fit! Great quality fabric and beautiful design.,positive,38,True,2023-12-12,perfect fit great quality fabric and beautiful design,perfect fit great quality fabric beautiful design,55,8,12,2023,"{'neg': 0.0, 'neu': 0.216, 'pos': 0.784, 'compound': 0.9381}",0.9381,positive,5
R00177,Clothing,3,Average quality. Fine for casual use.,neutral,8,True,2023-02-20,average quality fine for casual use,average quality fine casual use,37,6,2,2023,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.3818}",0.3818,positive,3
R00091,Books,5,Excellent read! Thought-provoking and beautifully written.,positive,6,True,2023-06-22,excellent read thoughtprovoking and beautifully written,excellent read thoughtprovoking beautifully written,58,6,6,2023,"{'neg': 0.0, 'neu': 0.342, 'pos': 0.658, 'compound': 0.8268}",0.8268,positive,3
R00086,Books,5,Fascinating story with deep characters. Highly recommended.,positive,22,True,2023-06-04,fascinating story with deep characters highly recommended,fascinating story deep character highly recommended,59,7,6,2023,"{'neg': 0.0, 'neu': 0.472, 'pos': 0.528, 'compound': 0.6801}",0.6801,positive,1
R00173,Clothing,3,Decent item. Color slightly different from pictures.,neutral,16,True,2023-05-13,decent item color slightly different from pictures,decent item color slightly different picture,52,7,5,2023,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral,1
R00178,Clothing,3,Average quality. Fine for casual use.,neutral,12,True,2023-10-15,average quality fine for casual use,average quality fine casual use,37,6,10,2023,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.3818}",0.3818,positive,3
R00099,Books,5,Incredible book. Changed my perspective on many things.,positive,5,True,2023-12-16,incredible book changed my perspective on many things,incredible book changed perspective many thing,55,8,12,2023,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral,2
R00037,Electronics,3,Average quality. Expected more features for this price range.,neutral,1,True,2023-03-03,average quality expected more features for this price range,average quality expected feature price range,61,9,3,2023,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral,5
R00145,Books,1,Not worth reading. Poorly written and badly edited.,negative,4,True,2023-05-16,not worth reading poorly written and badly edited,worth reading poorly written badly edited,51,8,5,2023,"{'neg': 0.443, 'neu': 0.557, 'pos': 0.0, 'compound': -0.5812}",-0.5812,negative,3
R00062,Electronics,2,Very disappointed. Product stopped working after two weeks.,negative,15,True,2023-03-01,very disappointed product stopped working after two weeks,disappointed product stopped working two week,59,8,3,2023,"{'neg': 0.481, 'neu': 0.519, 'pos': 0.0, 'compound': -0.6764}",-0.6764,negative,5
R00160,Clothing,5,"Great purchase! Comfortable, stylish and true to size.",positive,2,False,2023-01-12,great purchase comfortable stylish and true to size,great purchase comfortable stylish true size,54,8,1,2023,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.8883}",0.8883,positive,2
R00138,Books,1,Terrible writing. Full of plot holes and inconsistencies.,negative,15,True,2023-04-19,terrible writing full of plot holes and inconsistencies,terrible writing full plot hole inconsistency,57,8,4,2023,"{'neg': 0.307, 'neu': 0.693, 'pos': 0.0, 'compound': -0.4767}",-0.4767,negative,1
R00012,Electronics,5,"Best purchase I made this year. Works flawlessly, very happy with it.",positive,8,True,2023-12-06,best purchase i made this year works flawlessly very happy with it,best purchase made year work flawlessly happy,69,12,12,2023,"{'neg': 0.0, 'neu': 0.445, 'pos': 0.555, 'compound': 0.8748}",0.8748,positive,2
R00242,Food & Kitchen,1,Waste of money. Stopped working within a month.,negative,9,True,2023-10-23,waste of money stopped working within a month,waste money stopped working within month,47,8,10,2023,"{'neg': 0.485, 'neu': 0.515, 'pos': 0.0, 'compound': -0.5719}",-0.5719,negative,1
R00028,Electronics,4,"Perfect product, arrived quickly and works exactly as advertised.",positive,43,True,2023-02-04,perfect product arrived quickly and works exactly as advertised,perfect product arrived quickly work exactly advertised,65,9,2,2023,"{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.5719}",0.5719,positive,3
R00229,Food & Kitchen,3,Decent product. Instructions were confusing at first.,neutral,13,True,2023-10-20,decent product instructions were confusing at first,decent product instruction confusing first,53,7,10,2023,"{'neg': 0.241, 'neu': 0.759, 'pos': 0.0, 'compound': -0.2263}",-0.2263,negative,1
R00005,Electronics,5,"Excellent quality, fast delivery. Exactly as described. Highly recommend!",positive,43,False,2023-07-11,excellent quality fast delivery exactly as described highly recommend,excellent quality fast delivery exactly described highly recommend,73,9,7,2023,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.7773}",0.7773,positive,1
R00123,Books,3,Not bad. A few interesting chapters but mostly predictable.,neutral,13,True,2023-08-30,not bad a few interesting chapters but mostly predictable,bad interesting chapter mostly predictable,59,9,8,2023,"{'neg': 0.171, 'neu': 0.628, 'pos': 0.201, 'compound': 0.0762}",0.0762,positive,4
R00033,Electronics,3,Decent product for the price. Does what it's supposed to do.,neutral,6,True,2023-04-06,decent product for the price does what its supposed to do,decent product price supposed,60,11,4,2023,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral,1
R00143,Books,1,Dreadful book. The characters are flat and uninteresting.,negative,13,True,2023-06-19,dreadful book the characters are flat and uninteresting,dreadful book character flat uninteresting,57,8,6,2023,"{'neg': 0.293, 'neu': 0.707, 'pos': 0.0, 'compound': -0.4404}",-0.4404,negative,2
R00176,Clothing,3,Average quality. Fine for casual use.,neutral,18,True,2023-03-19,average quality fine for casual use,average quality fine casual use,37,6,3,2023,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.3818}",0.3818,positive,3
R00139,Books,2,Waste of time. Nothing happens for 200 pages.,negative,6,False,2023-05-02,waste of time nothing happens for pages,waste time nothing happens page,45,8,5,2023,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.4215}",-0.4215,negative,2
R00063,Electronics,1,Very disappointed. Product stopped working after two weeks.,negative,1,False,2023-09-11,very disappointed product stopped working after two weeks,disappointed product stopped working two week,59,8,9,2023,"{'neg': 0.481, 'neu': 0.519, 'pos': 0.0, 'compound': -0.6764}",-0.6764,negative,5
R00136,Books,2,Very disappointing. The story goes nowhere.,negative,19,True,2023-05-24,very disappointing the story goes nowhere,disappointing story go nowhere,43,6,5,2023,"{'neg': 0.411, 'neu': 0.589, 'pos': 0.0, 'compound': -0.5413}",-0.5413,negative,4
R00129,Books,3,Mediocre at best. Expected more depth from this author.,neutral,16,True,2023-02-05,mediocre at best expected more depth from this author,mediocre best expected depth author,55,9,2,2023,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.6369}",0.6369,positive,4
R00224,Food & Kitchen,3,Works fine. Nothing special but does the job.,neutral,5,True,2023-07-13,works fine nothing special but does the job,work fine nothing special job,45,8,7,2023,"{'neg': 0.18, 'neu': 0.665, 'pos': 0.155, 'compound': -0.059}",-0.059,negative,4
R00187,Clothing,1,Very poor quality. Stitching came apart after first wash.,negative,5,True,2023-12-01,very poor quality stitching came apart after first wash,poor quality stitching came apart first wash,57,9,12,2023,"{'neg': 0.298, 'neu': 0.702, 'pos': 0.0, 'compound': -0.5256}",-0.5256,negative,1
R00071,Electronics,2,Waste of money. Completely stopped functioning after first use.,negative,0,True,2023-10-31,waste of money completely stopped functioning after first use,waste money completely stopped functioning first use,63,9,10,2023,"{'neg': 0.416, 'neu': 0.584, 'pos': 0.0, 'compound': -0.6115}",-0.6115,negative,1
R00234,Food & Kitchen,3,"Average kitchen item. Does what it promises, nothing more.",neutral,1,True,2023-11-15,average kitchen item does what it promises nothing more,average kitchen item promise nothing,58,9,11,2023,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.3818}",0.3818,positive,4
R00065,Electronics,2,Poor quality. Broke easily and customer service was unhelpful.,negative,15,False,2023-06-01,poor quality broke easily and customer service was unhelpful,poor quality broke easily customer service unhelpful,62,9,6,2023,"{'neg': 0.413, 'neu': 0.42, 'pos': 0.168, 'compound': -0.5423}",-0.5423,negative,1
R00045,Electronics,3,Product is acceptable. Instructions could be clearer.,neutral,16,True,2023-09-25,product is acceptable instructions could be clearer,product acceptable instruction could clearer,53,7,9,2023,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.3182}",0.3182,positive,2
R00159,Clothing,5,"Great purchase! Comfortable, stylish and true to size.",positive,14,True,2023-02-23,great purchase comfortable stylish and true to size,great purchase comfortable stylish true size,54,8,2,2023,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.8883}",0.8883,positive,2
R00041,Electronics,3,Works fine. Delivery took longer than expected though.,neutral,19,True,2023-09-16,works fine delivery took longer than expected though,work fine delivery took longer expected though,54,8,9,2023,"{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.2023}",0.2023,positive,2
R00124,Books,3,Not bad. A few interesting chapters but mostly predictable.,neutral,2,True,2023-03-31,not bad a few interesting chapters but mostly predictable,bad interesting chapter mostly predictable,59,9,3,2023,"{'neg': 0.171, 'neu': 0.628, 'pos': 0.201, 'compound': 0.0762}",0.0762,positive,4
R00024,Electronics,4,Incredible performance. Way better than my previous device.,positive,16,True,2023-10-16,incredible performance way better than my previous device,incredible performance way better previous device,59,8,10,2023,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",0.4404,positive,1
R00185,Clothing,2,Very poor quality. Stitching came apart after first wash.,negative,5,True,2023-12-04,very poor quality stitching came apart after first wash,poor quality stitching came apart first wash,57,9,12,2023,"{'neg': 0.298, 'neu': 0.702, 'pos': 0.0, 'compound': -0.5256}",-0.5256,negative,1
R00181,Clothing,3,Not bad. Took a while to arrive but product is acceptable.,neutral,17,False,2023-02-23,not bad took a while to arrive but product is acceptable,bad took arrive product acceptable,58,11,2,2023,"{'neg': 0.0, 'neu': 0.621, 'pos': 0.379, 'compound': 0.596}",0.596,positive,5
R00082,Books,4,Brilliant writing. One of the best books I've read this decade.,positive,20,True,2023-06-10,brilliant writing one of the best books ive read this decade,brilliant writing one best book ive read decade,63,11,6,2023,"{'neg': 0.0, 'neu': 0.529, 'pos': 0.471, 'compound': 0.8402}",0.8402,positive,2
R00040,Electronics,3,Average quality. Expected more features for this price range.,neutral,6,False,2023-10-10,average quality expected more features for this price range,average quality expected feature price range,61,9,10,2023,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral,5
R00207,Food & Kitchen,4,Amazing quality. Makes cooking so much easier and enjoyable.,positive,46,True,2023-10-01,amazing quality makes cooking so much easier and enjoyable,amazing quality make cooking much easier enjoyable,60,9,10,2023,"{'neg': 0.0, 'neu': 0.38, 'pos': 0.62, 'compound': 0.8683}",0.8683,positive,4
R00048,Electronics,3,"Not bad, not great. Does the basic functions well enough.",neutral,16,False,2023-08-08,not bad not great does the basic functions well enough,bad great basic function well enough,57,10,8,2023,"{'neg': 0.0, 'neu': 0.478, 'pos': 0.522, 'compound': 0.7682}",0.7682,positive,5
R00095,Books,4,Loved every page. The author's storytelling is exceptional.,positive,21,True,2023-12-08,loved every page the authors storytelling is exceptional,loved every page author storytelling exceptional,59,8,12,2023,"{'neg': 0.0, 'neu': 0.642, 'pos': 0.358, 'compound': 0.5994}",0.5994,positive,2
R00209,Food & Kitchen,4,"Love this kitchen tool! Durable, efficient and easy to clean.",positive,36,True,2023-02-08,love this kitchen tool durable efficient and easy to clean,love kitchen tool durable efficient easy clean,61,10,2,2023,"{'neg': 0.0, 'neu': 0.318, 'pos': 0.682, 'compound': 0.9168}",0.9168,positive,4
R00162,Clothing,4,Amazing quality for the price. Very satisfied with this buy.,positive,7,True,2023-06-13,amazing quality for the price very satisfied with this buy,amazing quality price satisfied buy,60,10,6,2023,"{'neg': 0.0, 'neu': 0.537, 'pos': 0.463, 'compound': 0.7841}",0.7841,positive,5
R00044,Electronics,3,Product is acceptable. Instructions could be clearer.,neutral,8,True,2023-11-14,product is acceptable instructions could be clearer,product acceptable instruction could clearer,53,7,11,2023,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.3182}",0.3182,positive,2
