review_id,category,rating,review_text,sentiment_label,helpful_votes,verified_purchase,review_date,clean_text,processed_text,text_length,word_count,review_month,review_year,vader_scores,vader_compound,vader_sentiment,dominant_topic
R00146,Books,2,Not worth reading. Poorly written and badly edited.,negative,12,True,2023-05-25,not worth reading poorly written and badly edited,worth reading poorly written badly edited,51,8,5,2023,"{'neg': 0.443, 'neu': 0.557, 'pos': 0.0, 'compound': -0.5812}",-0.5812,negative,3
R00169,Clothing,5,Very happy with this purchase. Quality exceeded expectations.,positive,0,True,2023-08-27,very happy with this purchase quality exceeded expectations,happy purchase quality exceeded expectation,61,8,8,2023,"{'neg': 0.0, 'neu': 0.637, 'pos': 0.363, 'compound': 0.6115}",0.6115,positive,3
R00004,Electronics,5,Amazing product! Works perfectly and the battery life is outstanding.,positive,23,True,2023-11-05,amazing product works perfectly and the battery life is outstanding,amazing product work perfectly battery life outstanding,69,10,11,2023,"{'neg': 0.0, 'neu': 0.363, 'pos': 0.637, 'compound': 0.923}",0.923,positive,5
R00106,Books,4,Outstanding book. The plot twists kept me guessing throughout.,positive,0,False,2023-07-11,outstanding book the plot twists kept me guessing throughout,outstanding book plot twist kept guessing throughout,62,9,7,2023,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.6124}",0.6124,positive,5
R00054,Electronics,3,Reasonable quality. A few minor issues but overall acceptable.,neutral,5,True,2023-08-28,reasonable quality a few minor issues but overall acceptable,reasonable quality minor issue overall acceptable,62,9,8,2023,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.4497}",0.4497,positive,5
R00134,Books,2,Extremely boring. Could not finish it.,negative,12,False,2023-06-26,extremely boring could not finish it,extremely boring could finish,38,6,6,2023,"{'neg': 0.341, 'neu': 0.659, 'pos': 0.0, 'compound': -0.3804}",-0.3804,negative,2
R00225,Food & Kitchen,3,Acceptable quality. A bit tricky to clean though.,neutral,10,True,2023-06-22,acceptable quality a bit tricky to clean though,acceptable quality bit tricky clean though,49,8,6,2023,"{'neg': 0.151, 'neu': 0.377, 'pos': 0.472, 'compound': 0.5267}",0.5267,positive,5
R00191,Clothing,1,Disappointed. Color faded immediately after washing.,negative,1,True,2023-08-23,disappointed color faded immediately after washing,disappointed color faded immediately washing,52,6,8,2023,"{'neg': 0.383, 'neu': 0.617, 'pos': 0.0, 'compound': -0.4767}",-0.4767,negative,3
R00230,Food & Kitchen,3,Decent product. Instructions were confusing at first.,neutral,10,False,2023-11-29,decent product instructions were confusing at first,decent product instruction confusing first,53,7,11,2023,"{'neg': 0.241, 'neu': 0.759, 'pos': 0.0, 'compound': -0.2263}",-0.2263,negative,1
R00050,Electronics,3,"Not bad, not great. Does the basic functions well enough.",neutral,1,True,2023-08-06,not bad not great does the basic functions well enough,bad great basic function well enough,57,10,8,2023,"{'neg': 0.0, 'neu': 0.478, 'pos': 0.522, 'compound': 0.7682}",0.7682,positive,5
R00164,Clothing,4,Beautiful piece. The material feels premium and fits perfectly.,positive,35,False,2023-05-25,beautiful piece the material feels premium and fits perfectly,beautiful piece material feel premium fit perfectly,63,9,5,2023,"{'neg': 0.0, 'neu': 0.464, 'pos': 0.536, 'compound': 0.8442}",0.8442,positive,3
R00081,Books,4,Absolutely captivating! Couldn't put it down. A masterpiece.,positive,30,False,2023-04-26,absolutely captivating couldnt put it down a masterpiece,absolutely captivating couldnt put masterpiece,60,8,4,2023,"{'neg': 0.0, 'neu': 0.577, 'pos': 0.423, 'compound': 0.6588}",0.6588,positive,1
R00035,Electronics,3,It's okay. Nothing special but gets the job done.,neutral,14,True,2023-02-05,its okay nothing special but gets the job done,okay nothing special get job done,49,9,2,2023,"{'neg': 0.162, 'neu': 0.695, 'pos': 0.144, 'compound': -0.0462}",-0.0462,neutral,3
R00216,Food & Kitchen,5,Great product! Family loves it. Worth every cent.,positive,33,True,2023-11-11,great product family loves it worth every cent,great product family love worth every cent,49,8,11,2023,"{'neg': 0.0, 'neu': 0.334, 'pos': 0.666, 'compound': 0.8748}",0.8748,positive,4
R00008,Electronics,5,Great value for money. Setup was easy and performance is impressive.,positive,27,False,2023-09-28,great value for money setup was easy and performance is impressive,great value money setup easy performance impressive,68,11,9,2023,"{'neg': 0.0, 'neu': 0.355, 'pos': 0.645, 'compound': 0.9136}",0.9136,positive,5
R00172,Clothing,3,Okay quality. Fits as expected but nothing remarkable.,neutral,8,True,2023-11-07,okay quality fits as expected but nothing remarkable,okay quality fit expected nothing remarkable,54,8,11,2023,"{'neg': 0.343, 'neu': 0.529, 'pos': 0.128, 'compound': -0.5324}",-0.5324,negative,5
R00111,Books,5,Perfect blend of education and entertainment. Truly remarkable.,positive,25,True,2023-12-07,perfect blend of education and entertainment truly remarkable,perfect blend education entertainment truly remarkable,63,8,12,2023,"{'neg': 0.0, 'neu': 0.235, 'pos': 0.765, 'compound': 0.9186}",0.9186,positive,4
R00092,Books,5,Excellent read! Thought-provoking and beautifully written.,positive,0,True,2023-05-22,excellent read thoughtprovoking and beautifully written,excellent read thoughtprovoking beautifully written,58,6,5,2023,"{'neg': 0.0, 'neu': 0.342, 'pos': 0.658, 'compound': 0.8268}",0.8268,positive,3
R00084,Books,5,Brilliant writing. One of the best books I've read this decade.,positive,30,False,2023-11-19,brilliant writing one of the best books ive read this decade,brilliant writing one best book ive read decade,63,11,11,2023,"{'neg': 0.0, 'neu': 0.529, 'pos': 0.471, 'compound': 0.8402}",0.8402,positive,2
R00221,Food & Kitchen,4,Brilliant purchase. Changed my cooking experience completely.,positive,35,False,2023-01-06,brilliant purchase changed my cooking experience completely,brilliant purchase changed cooking experience completely,61,7,1,2023,"{'neg': 0.0, 'neu': 0.612, 'pos': 0.388, 'compound': 0.5859}",0.5859,positive,2
R00226,Food & Kitchen,3,Acceptable quality. A bit tricky to clean though.,neutral,11,True,2023-04-28,acceptable quality a bit tricky to clean though,acceptable quality bit tricky clean though,49,8,4,2023,"{'neg': 0.151, 'neu': 0.377, 'pos': 0.472, 'compound': 0.5267}",0.5267,positive,5
R00090,Books,5,Excellent read! Thought-provoking and beautifully written.,positive,24,True,2023-11-12,excellent read thoughtprovoking and beautifully written,excellent read thoughtprovoking beautifully written,58,6,11,2023,"{'neg': 0.0, 'neu': 0.342, 'pos': 0.658, 'compound': 0.8268}",0.8268,positive,3
R00009,Electronics,5,Great value for money. Setup was easy and performance is impressive.,positive,46,True,2023-12-30,great value for money setup was easy and performance is impressive,great value money setup easy performance impressive,68,11,12,2023,"{'neg': 0.0, 'neu': 0.355, 'pos': 0.645, 'compound': 0.9136}",0.9136,positive,5
R00014,Electronics,4,"Best purchase I made this year. Works flawlessly, very happy with it.",positive,34,False,2023-02-19,best purchase i made this year works flawlessly very happy with it,best purchase made year work flawlessly happy,69,12,2,2023,"{'neg': 0.0, 'neu': 0.445, 'pos': 0.555, 'compound': 0.8748}",0.8748,positive,2
R00060,Electronics,2,Very disappointed. Product stopped working after two weeks.,negative,7,True,2023-05-31,very disappointed product stopped working after two weeks,disappointed product stopped working two week,59,8,5,2023,"{'neg': 0.481, 'neu': 0.519, 'pos': 0.0, 'compound': -0.6764}",-0.6764,negative,5
R00213,Food & Kitchen,5,Great product! Family loves it. Worth every cent.,positive,46,True,2023-04-21,great product family loves it worth every cent,great product family love worth every cent,49,8,4,2023,"{'neg': 0.0, 'neu': 0.334, 'pos': 0.666, 'compound': 0.8748}",0.8748,positive,4
R00132,Books,3,Mediocre at best. Expected more depth from this author.,neutral,12,True,2023-12-21,mediocre at best expected more depth from this author,mediocre best expected depth author,55,9,12,2023,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.6369}",0.6369,positive,4
R00018,Electronics,5,"Love this product! Fast, reliable and looks great. Worth every penny.",positive,14,True,2023-08-03,love this product fast reliable and looks great worth every penny,love product fast reliable look great worth every penny,69,11,8,2023,"{'neg': 0.0, 'neu': 0.433, 'pos': 0.567, 'compound': 0.8883}",0.8883,positive,4
R00167,Clothing,4,Fantastic clothing item. Got many compliments wearing it.,positive,4,True,2023-01-10,fantastic clothing item got many compliments wearing it,fantastic clothing item got many compliment wearing,57,8,1,2023,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.743}",0.743,positive,1
R00073,Electronics,2,Horrible product. Would not recommend to anyone.,negative,11,True,2023-01-22,horrible product would not recommend to anyone,horrible product would recommend anyone,48,7,1,2023,"{'neg': 0.529, 'neu': 0.471, 'pos': 0.0, 'compound': -0.6818}",-0.6818,negative,3
R00218,Food & Kitchen,4,Outstanding kitchen item. Professional quality at home price.,positive,5,True,2023-04-22,outstanding kitchen item professional quality at home price,outstanding kitchen item professional quality home price,61,8,4,2023,"{'neg': 0.0, 'neu': 0.636, 'pos': 0.364, 'compound': 0.6124}",0.6124,positive,1
R00135,Books,1,Very disappointing. The story goes nowhere.,negative,18,True,2023-10-11,very disappointing the story goes nowhere,disappointing story go nowhere,43,6,10,2023,"{'neg': 0.411, 'neu': 0.589, 'pos': 0.0, 'compound': -0.5413}",-0.5413,negative,4
R00202,Food & Kitchen,5,Excellent product! Works better than expected in the kitchen.,positive,48,True,2023-06-29,excellent product works better than expected in the kitchen,excellent product work better expected kitchen,61,9,6,2023,"{'neg': 0.0, 'neu': 0.504, 'pos': 0.496, 'compound': 0.784}",0.784,positive,4
R00228,Food & Kitchen,3,Acceptable quality. A bit tricky to clean though.,neutral,19,True,2023-02-16,acceptable quality a bit tricky to clean though,acceptable quality bit tricky clean though,49,8,2,2023,"{'neg': 0.151, 'neu': 0.377, 'pos': 0.472, 'compound': 0.5267}",0.5267,positive,5
R00064,Electronics,1,Poor quality. Broke easily and customer service was unhelpful.,negative,8,True,2023-05-27,poor quality broke easily and customer service was unhelpful,poor quality broke easily customer service unhelpful,62,9,5,2023,"{'neg': 0.413, 'neu': 0.42, 'pos': 0.168, 'compound': -0.5423}",-0.5423,negative,1
R00055,Electronics,3,Reasonable quality. A few minor issues but overall acceptable.,neutral,15,False,2023-05-04,reasonable quality a few minor issues but overall acceptable,reasonable quality minor issue overall acceptable,62,9,5,2023,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.4497}",0.4497,positive,5
R00108,Books,5,Perfect blend of education and entertainment. Truly remarkable.,positive,25,True,2023-03-27,perfect blend of education and entertainment truly remarkable,perfect blend education entertainment truly remarkable,63,8,3,2023,"{'neg': 0.0, 'neu': 0.235, 'pos': 0.765, 'compound': 0.9186}",0.9186,positive,4
R00051,Electronics,3,"Not bad, not great. Does the basic functions well enough.",neutral,5,True,2023-11-20,not bad not great does the basic functions well enough,bad great basic function well enough,57,10,11,2023,"{'neg': 0.0, 'neu': 0.478, 'pos': 0.522, 'compound': 0.7682}",0.7682,positive,5
R00205,Food & Kitchen,4,Amazing quality. Makes cooking so much easier and enjoyable.,positive,25,True,2023-11-08,amazing quality makes cooking so much easier and enjoyable,amazing quality make cooking much easier enjoyable,60,9,11,2023,"{'neg': 0.0, 'neu': 0.38, 'pos': 0.62, 'compound': 0.8683}",0.8683,positive,4
R00175,Clothing,3,Decent item. Color slightly different from pictures.,neutral,4,True,2023-07-21,decent item color slightly different from pictures,decent item color slightly different picture,52,7,7,2023,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral,1
R00206,Food & Kitchen,4,Amazing quality. Makes cooking so much easier and enjoyable.,positive,6,True,2023-08-26,amazing quality makes cooking so much easier and enjoyable,amazing quality make cooking much easier enjoyable,60,9,8,2023,"{'neg': 0.0, 'neu': 0.38, 'pos': 0.62, 'compound': 0.8683}",0.8683,positive,4
R00190,Clothing,1,Terrible fit. Size chart is completely wrong.,negative,19,True,2023-02-03,terrible fit size chart is completely wrong,terrible fit size chart completely wrong,45,7,2,2023,"{'neg': 0.5, 'neu': 0.308, 'pos': 0.192, 'compound': -0.6115}",-0.6115,negative,3
R00244,Food & Kitchen,1,Not as advertised. Much smaller than shown in pictures.,negative,5,True,2023-03-04,not as advertised much smaller than shown in pictures,advertised much smaller shown picture,55,9,3,2023,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral,4
R00208,Food & Kitchen,5,"Love this kitchen tool! Durable, efficient and easy to clean.",positive,34,True,2023-07-11,love this kitchen tool durable efficient and easy to clean,love kitchen tool durable efficient easy clean,61,10,7,2023,"{'neg': 0.0, 'neu': 0.318, 'pos': 0.682, 'compound': 0.9168}",0.9168,positive,4
R00219,Food & Kitchen,4,Brilliant purchase. Changed my cooking experience completely.,positive,29,True,2023-11-07,brilliant purchase changed my cooking experience completely,brilliant purchase changed cooking experience completely,61,7,11,2023,"{'neg': 0.0, 'neu': 0.612, 'pos': 0.388, 'compound': 0.5859}",0.5859,positive,2
R00170,Clothing,4,Very happy with this purchase. Quality exceeded expectations.,positive,10,True,2023-03-04,very happy with this purchase quality exceeded expectations,happy purchase quality exceeded expectation,61,8,3,2023,"{'neg': 0.0, 'neu': 0.637, 'pos': 0.363, 'compound': 0.6115}",0.6115,positive,3
R00059,Electronics,3,"Standard product. Works as described, nothing extraordinary.",neutral,6,True,2023-05-08,standard product works as described nothing extraordinary,standard product work described nothing extraordinary,60,7,5,2023,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral,3
R00049,Electronics,3,"Not bad, not great. Does the basic functions well enough.",neutral,4,True,2023-05-06,not bad not great does the basic functions well enough,bad great basic function well enough,57,10,5,2023,"{'neg': 0.0, 'neu': 0.478, 'pos': 0.522, 'compound': 0.7682}",0.7682,positive,5
R00089,Books,4,Fascinating story with deep characters. Highly recommended.,positive,28,True,2023-01-26,fascinating story with deep characters highly recommended,fascinating story deep character highly recommended,59,7,1,2023,"{'neg': 0.0, 'neu': 0.472, 'pos': 0.528, 'compound': 0.6801}",0.6801,positive,1
R00022,Electronics,4,Top notch quality. Customer service was also very helpful.,positive,24,False,2023-12-10,top notch quality customer service was also very helpful,top notch quality customer service also helpful,58,9,12,2023,"{'neg': 0.0, 'neu': 0.589, 'pos': 0.411, 'compound': 0.5984}",0.5984,positive,1
R00058,Electronics,3,"Standard product. Works as described, nothing extraordinary.",neutral,2,False,2023-05-28,standard product works as described nothing extraordinary,standard product work described nothing extraordinary,60,7,5,2023,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral,3
R00204,Food & Kitchen,5,Excellent product! Works better than expected in the kitchen.,positive,25,True,2023-03-19,excellent product works better than expected in the kitchen,excellent product work better expected kitchen,61,9,3,2023,"{'neg': 0.0, 'neu': 0.504, 'pos': 0.496, 'compound': 0.784}",0.784,positive,4
R00161,Clothing,5,Amazing quality for the price. Very satisfied with this buy.,positive,15,False,2023-06-05,amazing quality for the price very satisfied with this buy,amazing quality price satisfied buy,60,10,6,2023,"{'neg': 0.0, 'neu': 0.537, 'pos': 0.463, 'compound': 0.7841}",0.7841,positive,5
R00240,Food & Kitchen,2,Poor design. Difficult to use and even harder to clean.,negative,2,True,2023-01-05,poor design difficult to use and even harder to clean,poor design difficult use even harder clean,55,10,1,2023,"{'neg': 0.366, 'neu': 0.458, 'pos': 0.176, 'compound': -0.4404}",-0.4404,negative,4
R00188,Clothing,1,Terrible fit. Size chart is completely wrong.,negative,9,False,2023-05-13,terrible fit size chart is completely wrong,terrible fit size chart completely wrong,45,7,5,2023,"{'neg': 0.5, 'neu': 0.308, 'pos': 0.192, 'compound': -0.6115}",-0.6115,negative,3
R00192,Clothing,1,Disappointed. Color faded immediately after washing.,negative,15,True,2023-04-21,disappointed color faded immediately after washing,disappointed color faded immediately washing,52,6,4,2023,"{'neg': 0.383, 'neu': 0.617, 'pos': 0.0, 'compound': -0.4767}",-0.4767,negative,3
R00130,Books,3,Mediocre at best. Expected more depth from this author.,neutral,17,True,2023-04-06,mediocre at best expected more depth from this author,mediocre best expected depth author,55,9,4,2023,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.6369}",0.6369,positive,4
R00038,Electronics,3,Average quality. Expected more features for this price range.,neutral,5,True,2023-04-18,average quality expected more features for this price range,average quality expected feature price range,61,9,4,2023,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral,5
R00158,Clothing,5,"Great purchase! Comfortable, stylish and true to size.",positive,17,True,2023-11-01,great purchase comfortable stylish and true to size,great purchase comfortable stylish true size,54,8,11,2023,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.8883}",0.8883,positive,2
R00233,Food & Kitchen,3,"Average kitchen item. Does what it promises, nothing more.",neutral,11,True,2023-06-17,average kitchen item does what it promises nothing more,average kitchen item promise nothing,58,9,6,2023,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.3818}",0.3818,positive,4
R00002,Electronics,4,Amazing product! Works perfectly and the battery life is outstanding.,positive,20,True,2023-08-03,amazing product works perfectly and the battery life is outstanding,amazing product work perfectly battery life outstanding,69,10,8,2023,"{'neg': 0.0, 'neu': 0.363, 'pos': 0.637, 'compound': 0.923}",0.923,positive,5
R00053,Electronics,3,Reasonable quality. A few minor issues but overall acceptable.,neutral,5,True,2023-04-08,reasonable quality a few minor issues but overall acceptable,reasonable quality minor issue overall acceptable,62,9,4,2023,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.4497}",0.4497,positive,5
R00150,Clothing,4,Perfect fit! Great quality fabric and beautiful design.,positive,38,True,2023-06-22,perfect fit great quality fabric and beautiful design,perfect fit great quality fabric beautiful design,55,8,6,2023,"{'neg': 0.0, 'neu': 0.216, 'pos': 0.784, 'compound': 0.9381}",0.9381,positive,5
R00131,Books,3,Mediocre at best. Expected more depth from this author.,neutral,4,True,2023-07-02,mediocre at best expected more depth from this author,mediocre best expected depth author,55,9,7,2023,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.6369}",0.6369,positive,4
R00152,Clothing,5,Love this item! Exactly as pictured and very comfortable.,positive,7,True,2023-12-27,love this item exactly as pictured and very comfortable,love item exactly pictured comfortable,57,9,12,2023,"{'neg': 0.0, 'neu': 0.464, 'pos': 0.536, 'compound': 0.8436}",0.8436,positive,4
R00104,Books,5,"Must read! Insightful, entertaining and very well written.",positive,0,True,2023-04-06,must read insightful entertaining and very well written,must read insightful entertaining well written,58,8,4,2023,"{'neg': 0.0, 'neu': 0.518, 'pos': 0.482, 'compound': 0.6793}",0.6793,positive,3
R00100,Books,4,Incredible book. Changed my perspective on many things.,positive,34,True,2023-11-04,incredible book changed my perspective on many things,incredible book changed perspective many thing,55,8,11,2023,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral,2
R00117,Books,3,Okay read. Some good parts but overall felt incomplete.,neutral,15,True,2023-06-09,okay read some good parts but overall felt incomplete,okay read good part overall felt incomplete,55,9,6,2023,"{'neg': 0.0, 'neu': 0.673, 'pos': 0.327, 'compound': 0.34}",0.34,positive,5
R00088,Books,4,Fascinating story with deep characters. Highly recommended.,positive,8,True,2023-06-25,fascinating story with deep characters highly recommended,fascinating story deep character highly recommended,59,7,6,2023,"{'neg': 0.0, 'neu': 0.472, 'pos': 0.528, 'compound': 0.6801}",0.6801,positive,1
R00203,Food & Kitchen,4,Excellent product! Works better than expected in the kitchen.,positive,46,True,2023-08-02,excellent product works better than expected in the kitchen,excellent product work better expected kitchen,61,9,8,2023,"{'neg': 0.0, 'neu': 0.504, 'pos': 0.496, 'compound': 0.784}",0.784,positive,4
R00075,Electronics,2,Very bad quality. Already showing signs of wear after 3 days.,negative,1,True,2023-04-07,very bad quality already showing signs of wear after days,bad quality already showing sign wear day,61,11,4,2023,"{'neg': 0.296, 'neu': 0.704, 'pos': 0.0, 'compound': -0.5849}",-0.5849,negative,3
R00215,Food & Kitchen,5,Great product! Family loves it. Worth every cent.,positive,40,True,2023-06-29,great product family loves it worth every cent,great product family love worth every cent,49,8,6,2023,"{'neg': 0.0, 'neu': 0.334, 'pos': 0.666, 'compound': 0.8748}",0.8748,positive,4
R00211,Food & Kitchen,4,Perfect for everyday use. Well designed and very practical.,positive,12,True,2023-03-09,perfect for everyday use well designed and very practical,perfect everyday use well designed practical,59,9,3,2023,"{'neg': 0.0, 'neu': 0.547, 'pos': 0.453, 'compound': 0.7003}",0.7003,positive,3
R00122,Books,3,Not bad. A few interesting chapters but mostly predictable.,neutral,11,True,2023-01-12,not bad a few interesting chapters but mostly predictable,bad interesting chapter mostly predictable,59,9,1,2023,"{'neg': 0.171, 'neu': 0.628, 'pos': 0.201, 'compound': 0.0762}",0.0762,positive,4
R00247,Food & Kitchen,2,Not as advertised. Much smaller than shown in pictures.,negative,18,True,2023-07-17,not as advertised much smaller than shown in pictures,advertised much smaller shown picture,55,9,7,2023,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral,4
R00021,Electronics,5,"Love this product! Fast, reliable and looks great. Worth every penny.",positive,44,True,2023-01-15,love this product fast reliable and looks great worth every penny,love product fast reliable look great worth every penny,69,11,1,2023,"{'neg': 0.0, 'neu': 0.433, 'pos': 0.567, 'compound': 0.8883}",0.8883,positive,4
R00189,Clothing,1,Terrible fit. Size chart is completely wrong.,negative,3,True,2023-11-26,terrible fit size chart is completely wrong,terrible fit size chart completely wrong,45,7,11,2023,"{'neg': 0.5, 'neu': 0.308, 'pos': 0.192, 'compound': -0.6115}",-0.6115,negative,3
R00072,Electronics,2,Waste of money. Completely stopped functioning after first use.,negative,7,False,2023-05-08,waste of money completely stopped functioning after first use,waste money completely stopped functioning first use,63,9,5,2023,"{'neg': 0.416, 'neu': 0.584, 'pos': 0.0, 'compound': -0.6115}",-0.6115,negative,1
R00107,Books,4,Outstanding book. The plot twists kept me guessing throughout.,positive,4,True,2023-09-04,outstanding book the plot twists kept me guessing throughout,outstanding book plot twist kept guessing throughout,62,9,9,2023,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.6124}",0.6124,positive,5
R00015,Electronics,5,Fantastic build quality. Exceeded my expectations in every way.,positive,5,True,2023-09-17,fantastic build quality exceeded my expectations in every way,fantastic build quality exceeded expectation every way,63,9,9,2023,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.5574}",0.5574,positive,1
R00093,Books,5,Excellent read! Thought-provoking and beautifully written.,positive,22,True,2023-12-20,excellent read thoughtprovoking and beautifully written,excellent read thoughtprovoking beautifully written,58,6,12,2023,"{'neg': 0.0, 'neu': 0.342, 'pos': 0.658, 'compound': 0.8268}",0.8268,positive,3
R00180,Clothing,3,Not bad. Took a while to arrive but product is acceptable.,neutral,1,True,2023-09-16,not bad took a while to arrive but product is acceptable,bad took arrive product acceptable,58,11,9,2023,"{'neg': 0.0, 'neu': 0.621, 'pos': 0.379, 'compound': 0.596}",0.596,positive,5
R00103,Books,5,"Must read! Insightful, entertaining and very well written.",positive,22,True,2023-05-09,must read insightful entertaining and very well written,must read insightful entertaining well written,58,8,5,2023,"{'neg': 0.0, 'neu': 0.518, 'pos': 0.482, 'compound': 0.6793}",0.6793,positive,3
